timestamp_la,time_bin,period,episode_id,observed_speed_mph,smoothed_speed_mph,baseline_free_speed_mph,observed_arrival_vph,count_reference_lambda_vph,inferred_lambda_vph,reference_mu_vph,observed_discharge_vph,speed_delay_diagnostic_queue_veh,cumulative_count_gap_veh,count_queue_raw_veh,count_queue_drift_corrected_veh,count_reference_queue_veh,forward_queue_veh,forward_outflow_vph,reconstructed_speed_mph,upstream_pct_observed,ramp_pct_observed,downstream_pct_observed
2025-07-29 15:35:00-07:00,187,PM,0,64.1,64.1,63.522656459424695,7240.045621028577,7240.045621028577,8484.0,8484.0,8604.0,0.0,-1888.9591734857174,,,0.0,0.0,8484.0,63.522656459424695,80.0,100.0,100.0
2025-07-29 15:40:00-07:00,188,PM,0,64.2,64.2,63.61329122679187,7133.542025142857,7133.542025142857,8484.0,8484.0,8484.0,0.0,-2002.6220384000026,,,0.0,0.0,8484.0,63.61329122679187,80.0,100.0,100.0
2025-07-29 15:45:00-07:00,189,PM,0,64.4,64.4,63.70517570204886,6574.137216000003,6574.137216000003,8484.0,8484.0,8220.0,0.0,-2115.1602029714313,,,0.0,0.0,8484.0,63.70517570204886,80.0,100.0,100.0
2025-07-29 15:50:00-07:00,190,PM,0,64.4,64.4,63.79826246411366,7584.763644342847,7584.763644342847,8388.0,8388.0,8952.0,0.0,-2252.315434971431,,,0.0,0.0,8388.0,63.79826246411366,100.0,100.0,100.0
2025-07-29 15:55:00-07:00,191,PM,0,65.0,65.0,63.89250309673686,6732.900507428576,6732.900507428576,8388.0,8388.0,8388.0,0.0,-2366.2517979428603,,,0.0,0.0,8388.0,63.89250309673686,80.0,100.0,100.0
2025-07-29 16:00:00-07:00,192,PM,0,65.0,65.0,63.9878481885016,6837.236708571428,6837.236708571428,8148.0,8148.0,8148.0,0.0,-2504.176755657146,,,0.0,0.0,8148.0,63.9878481885016,80.0,100.0,100.0
2025-07-29 16:05:00-07:00,193,PM,0,65.7,65.7,64.08424733282362,6626.580101485711,6626.580101485711,8148.0,8148.0,7908.0,0.0,-2613.4070299428604,,,0.0,0.0,8148.0,64.08424733282362,80.0,100.0,100.0
2025-07-29 16:10:00-07:00,194,PM,0,66.3,65.7,64.18164912795125,8386.198985142888,8386.198985142888,8244.0,8244.0,8244.0,0.0,-2720.1920214857178,,,0.0,0.0,8244.0,64.18164912795125,100.0,100.0,100.0
2025-07-29 16:15:00-07:00,195,PM,0,65.5,65.8,64.28000117696533,6714.778027885657,6714.778027885657,8244.0,8244.0,9060.0,0.0,-2708.3421060571436,,,0.0,0.0,8244.0,64.28000117696533,100.0,100.0,100.0
2025-07-29 16:20:00-07:00,196,PM,0,65.8,65.5,64.37925008777934,5659.373924571421,5659.373924571421,8940.0,8940.0,8136.0,0.0,-2903.7772704000054,,,0.0,0.0,8940.0,64.37925008777934,100.0,100.0,100.0
